code,descr
04.04.03.016-5,RINOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.017-3,SEPTOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.019-0,TIMPANOPLASTIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL (UNI / BILATERAL)
04.04.03.022-0,IMPLANTE OSTEOINTEGRADO EXTRA-ORAL BUCO-MAXILO-FACIAL
04.04.03.024-6,TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.025-4,TRATAMENTO CIRÚRGICO DE FÍSTULAS ORONASAIS EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.026-2,PALATOPLASTIA SECUNDÁRIA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.027-0,TRATAMENTO CIRÚRGICO DA INSUFICIÊNCIA VELOFARÍNGEA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.028-9,TRATAMENTO CIRÚRGICO REPARADOR DA FISSURA FACIAL RARA EM PACIENTES COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.029-7,OSTEOTOMIA CRANIOFACIAL COMPLEXA EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.030-0,REMODELAÇÃO CRANIOFACIAL EM PACIENTE COM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL
04.04.03.031-9,TRATAMENTO CIRÚRGICO DE MACROSTOMIA /MICROSTOMIA POR ANOMALIA CRANIOFACIAL
04.04.03.032-7,OSTEOPLASTIA FRONTO - ORBITAL
04.05.01.001-0,CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO
04.05.01.002-8,CORRECAO CIRURGICA DE EPICANTO E TELECANTO
04.05.01.003-6,DACRIOCISTORRINOSTOMIA
04.05.01.004-4,DRENAGEM DE ABSCESSO DE PALPEBRA
04.05.01.005-2,EPILACAO A LASER
04.05.01.006-0,EPILACAO DE CILIOS
04.05.01.007-9,EXERESE DE CALAZIO E OUTRAS PEQUENAS LESOES DA PALPEBRA E SUPERCILIOS
04.05.01.008-7,EXTIRPACAO DE GLANDULA LACRIMAL
04.05.01.010-9,OCLUSAO DE PONTO LACRIMAL
04.05.01.011-7,RECONSTITUICAO DE CANAL LACRIMAL
04.05.01.012-5,RECONSTITUICAO PARCIAL DE PALPEBRA COM TARSORRAFIA
04.05.01.013-3,RECONSTITUICAO TOTAL DE PALPEBRA
04.05.01.014-1,SIMBLEFAROPLASTIA
04.05.01.015-0,SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL
04.05.01.016-8,SONDAGEM DE VIAS LACRIMAIS
04.05.01.017-6,SUTURA DE PALPEBRAS
04.05.01.018-4,TRATAMENTO CIRURGICO DE BLEFAROCALASE
04.05.01.019-2,TRATAMENTO CIRURGICO DE TRIQUIASE C/ OU S/ ENXERTO
04.05.01.020-6,PUNCTOPLASTIA
04.05.02.001-5,CORRECAO CIRURGICA DE ESTRABISMO (ACIMA DE 2 MUSCULOS)
04.05.02.002-3,CORRECAO CIRURGICA DO ESTRABISMO (ATE 2 MUSCULOS)
04.05.03.001-0,APLICACAO DE PLACA RADIOATIVA EPISCLERAL
04.05.03.002-9,BIOPSIA DE TUMOR INTRA OCULAR
04.05.03.003-7,CRIOTERAPIA OCULAR
04.05.03.004-5,FOTOCOAGULACAO A LASER
04.05.03.005-3,INJECAO INTRA-VITREO
04.05.03.007-0,RETINOPEXIA C/ INTROFLEXAO ESCLERAL
04.05.03.009-6,SUTURA DE ESCLERA
04.05.03.010-0,TRATAMENTO CIRURGICO DE DEISCENCIA DE SUTURA DE ESCLERA
04.05.03.011-8,TRATAMENTO CIRURGICO DE MIIASE PALPEBRAL
04.05.03.012-6,TRATAMENTO CIRURGICO DE NEOPLASIA DE ESCLERA
04.05.03.013-4,VITRECTOMIA ANTERIOR
04.05.03.014-2,VITRECTOMIA POSTERIOR
04.05.03.015-0,VITRIOLISE A YAG LASER
04.05.03.016-9,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO E ENDOLASER
04.05.03.017-7,VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO/ÓLEO DE SILICONE/ENDOLASER
04.05.03.018-5,TERMOTERAPIA TRANSPUPILAR
04.05.03.019-3,PAN-FOTOCOAGULAÇÃO DE RETINA A LASER
04.05.03.020-7,DRENAGEM DE HEMORRAGIA DE CORÓIDE
04.05.03.021-5,RETINOPEXIA PNEUMÁTICA
04.05.03.022-3,REMOÇÃO DE ÓLEO DE SILICONE
04.05.03.023-1,REMOÇÃO DE IMPLANTE EPISCLERAL
04.05.04.001-6,CORRECAO CIRURGICA DE LAGOFTALMO
04.05.04.002-4,CRIOTERAPIA DE TUMORES INTRA-OCULARES
04.05.04.004-0,DESCOMPRESSAO DE NERVO OPTICO
04.05.04.005-9,DESCOMPRESSAO DE ORBITA
04.05.04.006-7,ENUCLEACAO DE GLOBO OCULAR
04.05.04.007-5,EVISCERACAO DE GLOBO OCULAR
04.05.04.008-3,EXENTERACAO DE ORBITA
04.05.04.009-1,EXERESE DE TUMOR MALIGNO INTRA-OCULAR
04.05.04.010-5,EXPLANTE DE LENTE INTRA OCULAR
04.05.04.013-0,INJECAO RETROBULBAR / PERIBULBAR
04.05.04.014-8,ORBITOTOMIA
04.05.04.015-6,RECONSTITUICAO DE CAVIDADE ORBITÁRIA
04.05.04.016-4,RECONSTITUICAO DE PAREDE DA ORBITA
04.05.04.018-0,TRANSPLANTE DE PERIOSTEO EM ESCLEROMALACIA
04.05.04.019-9,TRATAMENTO CIRURGICO DE XANTELASMA
04.05.04.020-2,TRATAMENTO DE PTOSE PALPEBRAL
04.05.04.021-0,REPOSICIONAMENTO DE LENTE INTRAOCULAR
04.05.05.001-1,CAPSULECTOMIA POSTERIOR CIRURGICA
04.05.05.002-0,CAPSULOTOMIA A YAG LASER
04.05.05.003-8,CAUTERIZACAO DE CORNEA
04.05.05.004-6,CICLOCRIOCOAGULACAO / DIATERMIA
04.05.05.005-4,CICLODIALISE
04.05.05.006-2,CORRECAO DE ASTIGMATISMO SECUNDARIO
04.05.05.007-0,CORRECAO CIRURGICA DE HERNIA DE IRIS
04.05.05.008-9,EXERESE DE TUMOR DE CONJUNTIVA
04.05.05.009-7,FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR
04.05.05.010-0,FACECTOMIA S/ IMPLANTE DE LENTE INTRA-OCULAR
04.05.05.011-9,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR RIGIDA
04.05.05.012-7,FOTOTRABECULOPLASTIA A LASER
04.05.05.013-5,IMPLANTE DE PROTESE ANTI-GLAUCOMATOSA
04.05.05.014-3,IMPLANTE INTRA-ESTROMAL
04.05.05.015-1,IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO
04.05.05.016-0,INJECAO SUBCONJUTIVAL / SUBTENONIANA
04.05.05.017-8,IRIDECTOMIA CIRURGICA
04.05.05.018-6,IRIDOCICLECTOMIA
04.05.05.019-4,IRIDOTOMIA A LASER
04.05.05.020-8,PARACENTESE DE CAMARA ANTERIOR
04.05.05.021-6,RECOBRIMENTO CONJUNTIVAL
04.05.05.022-4,RECONSTITUICAO DE FORNIX CONJUNTIVAL
04.05.05.023-2,RECONSTRUCAO DE CAMARA ANTERIOR DO OLHO
04.05.05.024-0,RETIRADA DE CORPO ESTRANHO DA CAMARA ANTERIOR DO OLHO
04.05.05.025-9,RETIRADA DE CORPO ESTRANHO DA CORNEA
04.05.05.026-7,SINEQUIOLISE A YAG LASER
04.05.05.028-3,SUBSTITUICAO DE LENTE INTRA-OCULAR
04.05.05.029-1,SUTURA DE CONJUNTIVA
04.05.05.030-5,SUTURA DE CORNEA
04.05.05.031-3,TOPOPLASTIA DO TRANSPLANTE
04.05.05.032-1,TRABECULECTOMIA
04.05.05.035-6,TRATAMENTO CIRURGICO DE GLAUCOMA CONGENITO
04.05.05.036-4,TRATAMENTO CIRURGICO DE PTERIGIO
04.05.05.037-2,FACOEMULSIFICACAO C/ IMPLANTE DE LENTE INTRA-OCULAR DOBRAVEL
04.05.05.038-0,CIRURGIA DE CATARATA CONGÊNITA
04.05.05.039-9,TRATAMENTO CIRÚRGICO DE DEISCÊNCIA DE SUTURA DE CÓRNEA
04.05.05.040-2,RADIAÇÃO PARA CROSS LINKING CORNEANO
04.06.01.001-3,ABERTURA DE COMUNICAÇÃO INTER-ATRIAL
04.06.01.002-1,ABERTURA DE ESTENOSE AORTICA VALVAR
04.06.01.003-0,ABERTURA DE ESTENOSE PULMONAR VALVAR
04.06.01.004-8,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRICULO DIREITO E/OU RAMOS PULMONARES
04.06.01.005-6,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO
04.06.01.006-4,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL
04.06.01.007-2,ANASTOMOSE CAVO-PULMONAR TOTAL
04.06.01.008-0,ANASTOMOSE SISTEMICO-PULMONAR
04.06.01.009-9,BANDAGEM DA ARTÉRIA PULMONAR
04.06.01.010-2,CARDIORRAFIA
04.06.01.011-0,CARDIOTOMIA P/ RETIRADA DE CORPO ESTRANHO
04.06.01.012-9,COLOCAÇÃO DE BALÃO INTRA-AÓRTICO
04.06.01.013-7,CORREÇÃO DE ANEURISMA / DISSECÇÃO DA AORTA TORACO-ABDOMINAL
04.06.01.015-3,CORREÇÃO DE ATRESIA PULMONAR E COMUNICAÇÃO INTERVENTRICULAR
04.06.01.016-1,CORREÇÃO DE ÁTRIO ÚNICO
04.06.01.017-0,CORREÇÃO DE BANDA ANÔMALA DO VENTRÍCULO DIREITO
04.06.01.018-8,CORREÇÃO DE COARCTAÇÃO DA AORTA
04.06.01.019-6,CORREÇÃO DE COMUNICAÇÃO INTERVENTRICULAR
04.06.01.020-0,CORREÇÃO DE COMUNICAÇÃO INTER-VENTRICULAR E INSUFICIÊNCIA AORTICA
04.06.01.021-8,CORREÇÃO DE COR TRIATRIATUM
04.06.01.022-6,CORREÇÃO DE CORONÁRIA ANÔMALA (CRIANÇA E ADOLESCENTE)
04.06.01.023-4,CORREÇÃO DE DRENAGEM ANÔMALA DO RETORNO SISTÊMICO
04.06.01.024-2,CORREÇÃO DE DRENAGEM ANÔMALA PARCIAL DE VEIAS PULMONARES
04.06.01.025-0,CORREÇÃO DE DRENAGEM ANÔMALA TOTAL DE VEIAS PULMONARES
04.06.01.026-9,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO DIREITO
04.06.01.027-7,CORREÇÃO DE DUPLA VIA DE SAÍDA DO VENTRÍCULO ESQUERDO
04.06.01.028-5,CORREÇÃO DE ESTENOSE AÓRTICA (0 A 3 ANOS)
04.06.01.029-3,CORREÇÃO DE ESTENOSE MITRAL CONGÊNITA
04.06.01.030-7,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA
04.06.01.031-5,CORREÇÃO DE FÍSTULA AÓRTO-CAVITARIAS
04.06.01.032-3,CORRECAO DE HIPERTROFIA SEPTAL ASSIMETRICA
04.06.01.033-1,CORREÇÃO DE HIPOPLASIA DE VENTRÍCULO ESQUERDO
04.06.01.034-0,CORREÇÃO DE INSUFICIÊNCIA DA VÁLVULA TRICÚSPIDE
04.06.01.035-8,CORREÇÃO DE INSUFICIÊNCIA MITRAL CONGÊNITA
04.06.01.036-6,CORREÇÃO DE INTERRUPÇÃO DO ARCO AÓRTICO
04.06.01.037-4,CORREÇÃO DE JANELA AORTO-PULMONAR (CRIANÇA E ADOLESCENTE)
04.06.01.038-2,CORREÇÃO DE JANELA AORTO-PULMONAR
04.06.01.039-0,CORREÇÃO DE LESÕES NA TRANSPOSIÇÃO CORRIGIDA DOS VASOS DA BASE
04.06.01.040-4,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL
04.06.01.041-2,CORREÇÃO DE PERSISTÊNCIA DO CANAL ARTERIAL NO RÉCEM-NASCIDO
04.06.01.042-0,CORREÇÃO DE TETRALOGIA DE FALLOT E VARIANTES (CRIANÇA E ADOLESCENTE)
04.06.01.043-9,CORRECAO DE TETRALOGIA DE FALLOT E VARIANTES
04.06.01.044-7,CORREÇÃO DE TRANSPOSIÇÃO DOS GRANDES VASOS DA BASE (CRIANÇA E ADOLESCENTE)
04.06.01.045-5,CORREÇÃO DE TRANSPOSIÇÃO DE GRANDES VASOS DA BASE
04.06.01.046-3,CORREÇÃO DE TRONCO ARTERIOSO PERSISTENTE
04.06.01.047-1,CORREÇÃO DE VENTRÍCULO ÚNICO
04.06.01.048-0,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (PARCIAL / INTERMEDIÁRIO)
04.06.01.049-8,CORREÇÃO DO CANAL ÁTRIO-VENTRICULAR (TOTAL)
04.06.01.050-1,CORREÇÕES DE ANOMALIAS DO ARCO AÓRTICO
04.06.01.051-0,DRENAGEM C/ BIOPSIA DE PERICÁRDIO
04.06.01.052-8,EXERESE DE CISTO PERICÁRDICO
04.06.01.053-6,FECHAMENTO DE COMUNICAÇÃO INTERATRIAL
04.06.01.054-4,FECHAMENTO DE COMUNICAÇÃO INTERVENTRICULAR
04.06.01.055-2,IMPLANTE C/ TROCA DE POSIÇÃO DE VALVAS (CIRURGIA DE ROSS)
04.06.01.056-0,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÂMARA ÚNICA TRANSVENOSO
04.06.01.057-9,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO EPIMIOCÁRDICO POR TORACOTOMIA P/ IMPLANTE DE ELETRODO
04.06.01.058-7,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÃMARA DUPLA TRANSVENOSO
04.06.01.059-5,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR MULTI-SÍTIO ENDOCAVITÁRIO C/ REVERSÃO PARA EPIMIOCÁRDICO POR TORACOTOMIA
04.06.01.060-9,IMPLANTE DE CARDIOVERSOR DESFIBRILADOR (CDI) MULTI-SITIO TRANSVENOSO
04.06.01.061-7,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO ENDOCAVITÁRIO C/ REVERSÃO P/ EPIMIOCÁRDICO (POR TORACOTOMIA)
04.06.01.062-5,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO EPIMIOCÁRDICO POR TORACOTOMIA P/IMPLANTE DE ELETRODO
04.06.01.063-3,IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO TRANSVENOSO
04.06.01.064-1,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA EPIMIOCÁRDICO
04.06.01.065-0,IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA TRANSVENOSO
04.06.01.066-8,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA EPIMIOCÁRDICO
04.06.01.067-6,IMPLANTE DE MARCAPASSO DE CÂMARA ÚNICA TRANSVENOSO
04.06.01.068-4,IMPLANTE DE MARCAPASSO TEMPORÁRIO TRANSVENOSO
04.06.01.069-2,IMPLANTE DE PRÓTESE VALVAR
04.06.01.070-6,INFARTECTOMIA / ANEURISMECTOMIA ASSOCIADA OU NÃO A REVASCULARIZAÇÃO MIOCÁRDICA
04.06.01.071-4,INSTALAÇÃO DE ASSISTÊNCIA CIRCULATÓRIA
04.06.01.072-2,INSTALAÇÃO DE CATETER DE TERMODILUIÇÃO
04.06.01.073-0,LIGADURA DE FÍSTULA SISTÊMICO-PULMONAR
04.06.01.074-9,MANUTENÇÃO DE ASSISTÊNCIA CIRCULATÓRIA
04.06.01.075-7,PERICARDIECTOMIA
04.06.01.076-5,PERICARDIECTOMIA PARCIAL
04.06.01.077-3,PERICARDIOCENTESE
04.06.01.078-1,PLÁSTICA / TROCA DE VÁLVULA TRICÚSPIDE (ANOMALIA DE EBSTEIN)
04.06.01.079-0,PLÁSTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL
04.06.01.080-3,PLÁSTICA VALVAR
04.06.01.081-1,PLÁSTICA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA
04.06.01.082-0,PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA
04.06.01.083-8,RECONSTRUÇÃO DA RAIZ DA AORTA
04.06.01.084-6,RECONSTRUÇÃO DA RAIZ DA AORTA C/ TUBO VALVADO
04.06.01.085-4,REPOSICIONAMENTO DE ELETRODOS DE CARDIOVERSOR DESFIBRILADOR
04.06.01.086-2,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO
04.06.01.087-0,REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO MULTI-SITIO
04.06.01.088-9,RESSECÇÃO DE ENDOMIOCARDIOFIBROSE
04.06.01.089-7,RESSECÇÃO DE MEMBRANA SUB-AÓRTICA
04.06.01.090-0,RESSECÇÃO DE TUMOR INTRACARDÍACO
04.06.01.091-9,RETIRADA DE SISTEMA DE ESTIMULAÇÃO CARDÍACA ARTIFICIAL
04.06.01.092-7,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA
04.06.01.093-5,REVASCULARIZAÇÃO MIOCÁRDICA C/ USO DE EXTRACÓRPOREA (C/ 2 OU MAIS ENXERTOS)
04.06.01.094-3,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA
04.06.01.095-1,REVASCULARIZAÇÃO MIOCÁRDICA S/ USO DE EXTRACORPÓREA (C/ 2 OU MAIS ENXERTOS)
04.06.01.096-0,TRATAMENTO DE CONTUSÃO MIOCÁRDICA
04.06.01.097-8,TRATAMENTO DE FERIMENTO CARDÍACO PERFURO-CORTANTE
04.06.01.098-6,TROCA DE AORTA ASCENDENTE
04.06.01.099-4,TROCA DE ARCO AÓRTICO
04.06.01.100-1,TROCA DE CONJUNTO DO SEIO CORONÁRIO NO MARCAPASSO MULTI-SITIO
04.06.01.101-0,TROCA DE ELETRODOS DE DESFIBRILADOR DE CARDIO-DESFIBRILADOR TRANSVENOSO
04.06.01.102-8,TROCA DE ELETRODOS DE DESFIBRILADOR NO CARDIO-DESFIBRILADOR MULTI-SITIO
04.06.01.103-6,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA
04.06.01.104-4,TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA ÚNICA
04.06.01.105-2,TROCA DE ELETRODOS DE MARCAPASSO EM CARDIO-DESFIBRILADOR DE CAMARA DUPLA TRANSVENOSO
04.06.01.107-9,TROCA DE ELETRODOS DE MARCAPASSO NO CARDIO-DESFIBRILADOR MULTI-SITIO
04.06.01.108-7,TROCA DE ELETRODOS DE MARCAPASSO NO MARCAPASSO MULTI-SITIO
04.06.01.109-5,TROCA DE ELETRODOS DE SEIO CORONÁRIO NO CARDIOVERSOR DESFIBRILADOR MULTI-SITIO
04.06.01.110-9,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR DE CÂMARA ÚNICA / DUPLA
04.06.01.111-7,TROCA DE GERADOR DE CARDIO-DESFIBRILADOR MULTI-SITIO
04.06.01.112-5,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA DUPLA
04.06.01.113-3,TROCA DE GERADOR DE MARCAPASSO DE CÂMARA ÚNICA
04.06.01.114-1,TROCA DE GERADOR DE MARCAPASSO MULTI-SITIO
04.06.01.115-0,TROCA DE GERADOR E DE ELETRODO DE MARCAPASSO DE CÂMARA ÚNICA
04.06.01.116-8,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR
04.06.01.117-6,TROCA DE GERADOR E DE ELETRODOS DE CARDIO-DESFIBRILADOR MULTISITIO
04.06.01.118-4,TROCA DE GERADOR E DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA
04.06.01.119-2,TROCA DE GERADOR E DE ELETRODOS NO MARCAPASSO MULTI-SITIO
04.06.01.120-6,TROCA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA
04.06.01.121-4,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR C/ CIRCULAÇÃO EXTRACORPÓREA
04.06.01.122-2,UNIFOCALIZAÇÃO DE RAMOS DA ARTÉRIA PULMONAR S/ CIRCULAÇÃO EXTRACORPÓREA
04.06.01.123-0,ANASTOMOSE SISTEMICO PULMONAR COM CEC
04.06.01.124-9,CORRECAO DE COARCTACAO DA AORTA COM CEC
04.06.01.125-7,CORREÇÃO DE CORONARIA ANOMALA (19 A 110)
04.06.01.126-5,ABERTURA DE ESTENOSE AORTICA VALVAR (CRIANÇA E ADOLESCENTE)
04.06.01.127-3,ABERTURA DE ESTENOSE PULMONAR VALVAR (CRIANÇA E ADOLESCENTE)
04.06.01.128-1,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE)
04.06.01.129-0,AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO ESQUERDO (CRIANÇA E ADOLESCENTE)
04.06.01.130-3,ANASTOMOSE CAVO-PULMONAR BIDIRECIONAL (CRIANÇA E ADOLESCENTE)
04.06.01.131-1,ANASTOMOSE SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)
04.06.01.132-0,BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE)
04.06.01.133-8,CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE)
04.06.01.134-6,CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE)
04.06.01.135-4,CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE)
04.06.01.136-2,CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
04.06.01.137-0,CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE)
04.06.01.138-9,CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE)
04.06.01.139-7,CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE)
04.06.01.140-0,CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE)
04.06.01.141-9,CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
04.06.01.142-7,CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE)
04.06.01.143-5,CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE)
04.06.01.144-3,CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE)
04.06.01.145-1,FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE)
04.06.01.146-0,FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE)
04.06.01.147-8,IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE)
04.06.01.148-6,LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)
04.06.01.149-4,RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE)
04.06.01.150-8,ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE)
04.06.01.151-6,CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE)
04.06.02.001-9,ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVAÇÃO CENTRAL
04.06.02.002-7,ANASTOMOSE LINFOVENOSA
04.06.02.003-5,ANASTOMOSE PORTO-CAVA
04.06.02.004-3,ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL
04.06.02.005-1,ANEURISMECTOMIA TORACO-ABDOMINAL
04.06.02.007-8,IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL)
04.06.02.008-6,CONFECÇÃO DE FÍSTULA ARTERIOVENOSA P/ ACESSO
04.06.02.009-4,DISSECÇÃO DE VEIA / ARTÉRIA
04.06.02.010-8,DISSECCAO RADICAL DO PESCOCO
04.06.02.011-6,DRENAGEM DE GANGLIO LINFATICO
04.06.02.012-4,EMBOLECTOMIA ARTERIAL
04.06.02.013-2,EXCISAO E SUTURA DE HEMANGIOMA
04.06.02.014-0,EXCISAO E SUTURA DE LINFANGIOMA / NEVUS
04.06.02.015-9,EXERESE DE GANGLIO LINFÁTICO
04.06.02.016-7,FASCIOTOMIA P/ DESCOMPRESSÃO
04.06.02.018-3,LINFADENECTOMIA MEDIASTINAL
04.06.02.019-1,LINFADENECTOMIA PÉLVICA
04.06.02.020-5,LINFADENECTOMIA PROFUNDA
04.06.02.021-3,LINFADENECTOMIA RADICAL AXILAR BILATERAL
04.06.02.022-1,LINFADENECTOMIA RADICAL AXILAR UNILATERAL
04.06.02.023-0,LINFADENECTOMIA RADICAL CERVICAL BILATERAL
04.06.02.024-8,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL
04.06.02.025-6,LINFADENECTOMIA RADICAL INGUINAL BILATERAL
04.06.02.026-4,LINFADENECTOMIA RADICAL INGUINAL UNILATERAL
04.06.02.027-2,LINFADENECTOMIA RADICAL VULVAR
04.06.02.028-0,LINFADENECTOMIA RETROPERITONIAL
04.06.02.029-9,LINFADENECTOMIA SUPERFICIAL
04.06.02.030-2,PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA)
04.06.02.031-0,PONTE AXILO-BIFEMURAL
04.06.02.032-9,PONTE AXILO-FEMURAL
04.06.02.033-7,PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS
04.06.02.034-5,PONTE FEMORO-FEMURAL CRUZADA
04.06.02.035-3,PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL
04.06.02.036-1,PONTE-TROMBOENDARTERECTOMIA AORTO-ILÍACA
04.06.02.037-0,PONTE-TROMBOENDARTERECTOMIA DE CARÓTIDA
04.06.02.038-8,PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL
04.06.02.039-6,RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRUZADO
04.06.02.040-0,RETIRADA DE PRÓTESE INFECTADA EM POSIÇÃO NÃO AÓRTICA
04.06.02.041-8,REVASCULARIZAÇÃO DE ARTÉRIAS VISCERAIS
04.06.02.042-6,REVASCULARIZAÇÃO DO MEMBRO SUPERIOR
04.06.02.043-4,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS
04.06.02.044-2,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL
04.06.02.045-0,REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL
04.06.02.046-9,TRANSPLANTE DE SEGMENTO VENOSO VALVULADO
04.06.02.047-7,TRANSPOSIÇÃO DE VEIAS DO SISTEMA VENOSO PROFUNDO
